Customer S.No,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchase,Preferred Payment Method,Frequency of Purchase
2608,34,Male,sunglasses,Beauty,315.53,San Francisco,N/A,Black,Fall,4.1,Inactive,Digital Wallet,Express,No,None,No,Credit Card,Weekly
2609,42,Female,Backpack,Bags,758.42,Houston,L,Black,Summer,2.5,Active,Apple Pay,Store pickup,Yes,SUMMER20,Yes,Google Pay,Yearly
2610,41,Male,kurta,Electronics,435.47,New York,XL,Green,Fall,3.9,Inactive,Apple Pay,Nextday,No,None,Yes,Google Pay,Quarterly
2611,23,Female,jeans,Electronics,623.76,Boston,XL,Red,Summer,1.9,Inactive,Google Pay,Free ship,No,None,Yes,PayPal,Bi-Weekly
2612,38,Male,Gaming Console,Beauty,849.77,Las Vegas,N/A,Purple,Fall,2.4,Active,Google Pay,Nextday,Yes,BEAUTY5,Yes,Apple Pay,Yearly
2613,51,Male,T-Shirt,Bags,338.99,Seattle,N/A,Yellow,Winter,3.0,Active,Credit Card,Nextday,Yes,SUMMER20,No,Credit Card,Bi-Weekly
2614,34,Other,sweater,Bags,115.94,Houston,L,Red,All Seasons,4.9,Active,Digital Wallet,Free ship,No,None,No,PayPal,Yearly
2615,60,Female,Backpack,Accessories,690.57,Boston,L,Red,Summer,4.0,Inactive,Credit Card,Store pickup,No,None,No,Apple Pay,Bi-Weekly
2616,18,Female,Smartphone,Bags,440.29,Houston,L,Green,All Seasons,1.1,Active,Digital Wallet,Store pickup,No,None,Yes,Credit Card,Bi-Weekly
2617,45,Male,Dress,Beauty,857.82,New York,S,Green,Spring,3.7,Active,Apple Pay,Store pickup,Yes,SPRING15,Yes,PayPal,Quarterly
2618,58,Female,Wristwatch,Footwear,327.09,San Francisco,XL,Pink,All Seasons,1.1,Active,Debit Card,Free ship,Yes,SUMMER20,No,PayPal,Bi-Weekly
2619,56,Other,Running Shoes,Accessories,971.45,Los Angeles,S,Orange,All Seasons,2.3,Inactive,Google Pay,Express,Yes,BEAUTY5,Yes,Debit Card,Yearly
2620,23,Female,Laptop,Footwear,553.31,New York,M,Green,Summer,3.8,Active,Debit Card,Nextday,No,None,No,Apple Pay,Quarterly
2621,24,Other,Gaming Console,Footwear,798.58,Las Vegas,L,Green,Fall,4.6,Inactive,Digital Wallet,Standard,No,None,Yes,Credit Card,Weekly
2622,59,Other,Gaming Console,Bags,436.82,Miami,N/A,Grey,All Seasons,4.4,Inactive,PayPal,Store pickup,No,None,No,Google Pay,Monthly
2623,41,Male,Laptop,Bags,517.35,New York,L,Green,All Seasons,1.4,Inactive,Digital Wallet,Standard,No,None,Yes,Apple Pay,Yearly
2624,41,Male,Laptop,Beauty,53.77,Seattle,N/A,Pink,Summer,3.6,Active,Digital Wallet,Free ship,Yes,SUMMER20,Yes,Google Pay,Yearly
2625,57,Other,Smartphone,Bags,334.43,Los Angeles,M,Green,Spring,3.1,Active,Google Pay,Free ship,Yes,TECH10,No,Google Pay,Yearly
2626,53,Male,Wristwatch,Electronics,484.3,Houston,M,Gray,Winter,1.4,Inactive,Digital Wallet,Express,Yes,SPRING15,Yes,Credit Card,Quarterly
2627,48,Female,T-Shirt,Electronics,445.48,Houston,XL,Orange,Fall,2.0,Inactive,Apple Pay,Nextday,No,None,No,Credit Card,Quarterly
2628,21,Male,Laptop,Accessories,156.8,Houston,L,Red,Summer,3.5,Active,Apple Pay,Nextday,No,None,Yes,Debit Card,Bi-Weekly
2629,50,Male,Running Shoes,Beauty,521.96,New York,L,Silver,Spring,4.7,Inactive,Debit Card,Store pickup,Yes,SPRING15,No,Google Pay,Monthly
2630,49,Female,Wristwatch,Footwear,391.87,Los Angeles,M,Blue,Spring,2.9,Inactive,Digital Wallet,Nextday,No,None,No,PayPal,Monthly
2631,50,Male,Perfume,Bags,270.0,Denver,XL,Green,All Seasons,4.5,Active,Google Pay,Store pickup,No,None,Yes,PayPal,Quarterly
2632,38,Male,Perfume,Bags,616.94,Houston,N/A,Gray,Fall,4.9,Active,Apple Pay,Nextday,No,None,No,Credit Card,Monthly
2633,43,Other,kurta,Beauty,365.52,San Francisco,S,Orange,Winter,2.2,Inactive,Google Pay,Express,No,None,No,Debit Card,Weekly
2634,34,Female,Backpack,Beauty,861.44,Chicago,L,Silver,Fall,5.0,Inactive,Debit Card,Nextday,Yes,BEAUTY5,Yes,Google Pay,Bi-Weekly
2635,57,Other,Dress,Bags,894.6,Chicago,XL,Gray,Winter,4.1,Active,PayPal,Express,No,None,No,Google Pay,Yearly
2636,59,Male,Backpack,Accessories,876.82,Boston,S,Yellow,Fall,4.1,Inactive,PayPal,Free ship,Yes,TECH10,Yes,Credit Card,Weekly
2637,30,Female,T-Shirt,Electronics,420.11,Chicago,N/A,White,All Seasons,3.4,Active,Digital Wallet,Standard,No,None,Yes,Apple Pay,Yearly
2638,35,Male,sunglasses,Footwear,517.59,Seattle,N/A,Purple,Summer,1.1,Inactive,Digital Wallet,Free ship,No,None,No,Apple Pay,Yearly
2639,45,Other,Gaming Console,Electronics,375.82,Miami,S,Green,Winter,2.6,Inactive,Apple Pay,Store pickup,No,None,Yes,Credit Card,Yearly
2640,40,Female,Handbag,Beauty,844.45,Los Angeles,XL,White,Summer,2.1,Inactive,Digital Wallet,Free ship,No,None,Yes,Debit Card,Bi-Weekly
2641,37,Male,Laptop,Footwear,823.54,Chicago,L,Gold,Spring,1.2,Active,Apple Pay,Free ship,No,None,Yes,Apple Pay,Yearly
2642,59,Male,Gaming Console,Accessories,832.03,Denver,N/A,Red,Winter,3.9,Inactive,Digital Wallet,Store pickup,No,None,No,Google Pay,Yearly
2643,39,Female,sweater,Accessories,957.42,New York,N/A,Purple,Fall,1.6,Inactive,Credit Card,Free ship,No,None,No,Debit Card,Quarterly
2644,46,Male,T-Shirt,Beauty,422.38,San Francisco,L,Orange,Summer,4.5,Active,Google Pay,Free ship,No,None,No,Debit Card,Weekly
2645,55,Female,Smartphone,Clothing,181.95,Boston,N/A,Grey,All Seasons,1.2,Active,Debit Card,Store pickup,No,None,No,Credit Card,Yearly
2646,30,Other,sweater,Footwear,784.25,Chicago,S,Black,Fall,2.4,Active,Digital Wallet,Express,No,None,Yes,Google Pay,Bi-Weekly
2647,56,Male,sweater,Bags,61.84,Miami,S,Silver,Winter,4.0,Active,Google Pay,Free ship,Yes,TECH10,No,Google Pay,Quarterly
2648,55,Other,Gaming Console,Bags,925.88,San Francisco,L,Red,Summer,1.7,Inactive,Apple Pay,Free ship,No,None,No,Debit Card,Weekly
2649,52,Female,jeans,Electronics,531.32,Las Vegas,XL,Black,Summer,2.1,Inactive,Digital Wallet,Store pickup,No,None,Yes,Credit Card,Bi-Weekly
2650,28,Other,Smartphone,Footwear,834.94,Las Vegas,M,Gray,All Seasons,2.8,Inactive,Google Pay,Nextday,No,None,No,Debit Card,Monthly
2651,55,Female,jeans,Beauty,154.54,Houston,L,Gray,Fall,4.6,Active,Digital Wallet,Express,Yes,TECH10,No,Google Pay,Quarterly
2652,34,Female,Smartphone,Bags,413.22,Boston,M,Red,Summer,3.3,Inactive,Apple Pay,Free ship,No,None,No,Credit Card,Quarterly
2653,24,Other,Running Shoes,Footwear,446.74,Denver,XL,Gray,Spring,2.6,Inactive,Google Pay,Standard,Yes,BEAUTY5,No,PayPal,Quarterly
2654,46,Female,Handbag,Clothing,966.32,Denver,N/A,Black,All Seasons,3.3,Inactive,Apple Pay,Standard,No,None,Yes,Credit Card,Monthly
2655,37,Other,Dress,Electronics,970.08,San Francisco,M,Pink,Winter,2.7,Active,Credit Card,Store pickup,Yes,None,No,PayPal,Weekly
2656,26,Other,sunglasses,Bags,560.91,Seattle,XL,Pink,Fall,1.7,Active,PayPal,Nextday,No,None,No,Debit Card,Quarterly
2657,32,Other,jeans,Footwear,382.6,Houston,M,Green,Winter,1.7,Inactive,Google Pay,Nextday,Yes,TECH10,Yes,PayPal,Bi-Weekly
2658,22,Other,kurta,Footwear,805.48,Los Angeles,M,Purple,Winter,5.0,Inactive,PayPal,Standard,No,None,No,Debit Card,Monthly
2659,59,Male,Running Shoes,Electronics,858.06,Las Vegas,L,Yellow,Winter,4.8,Inactive,Apple Pay,Standard,Yes,SPRING15,No,Debit Card,Monthly
2660,49,Other,Handbag,Bags,919.6,Miami,L,Purple,Winter,1.5,Inactive,Apple Pay,Free ship,No,None,Yes,Apple Pay,Quarterly
2661,25,Female,Laptop,Bags,919.17,San Francisco,N/A,Yellow,Fall,4.4,Inactive,Debit Card,Nextday,No,None,No,PayPal,Yearly
2662,24,Female,Gaming Console,Beauty,747.92,Las Vegas,XL,Yellow,Summer,2.9,Active,Debit Card,Free ship,Yes,SUMMER20,Yes,Credit Card,Weekly
2663,21,Other,Perfume,Beauty,377.29,Los Angeles,L,Purple,Summer,1.4,Active,Google Pay,Express,No,None,Yes,Credit Card,Bi-Weekly
2664,28,Female,jeans,Beauty,394.57,San Francisco,N/A,Orange,Spring,4.5,Inactive,PayPal,Store pickup,No,None,Yes,Apple Pay,Yearly
2665,20,Male,Running Shoes,Beauty,548.0,Los Angeles,N/A,Gray,Summer,3.0,Active,Apple Pay,Free ship,Yes,TECH10,Yes,Credit Card,Weekly
2666,58,Other,sunglasses,Beauty,899.4,Houston,XL,Silver,Summer,3.1,Inactive,Credit Card,Free ship,Yes,BEAUTY5,Yes,PayPal,Monthly
2667,25,Male,Wristwatch,Beauty,899.65,Houston,M,Red,All Seasons,1.8,Active,Google Pay,Standard,Yes,TECH10,No,Apple Pay,Bi-Weekly
2668,59,Male,Wristwatch,Clothing,820.99,Miami,N/A,Grey,Spring,4.3,Inactive,Google Pay,Store pickup,No,None,Yes,PayPal,Weekly
2669,37,Female,T-Shirt,Clothing,40.33,New York,XL,Yellow,Summer,1.0,Inactive,Digital Wallet,Standard,No,None,No,Google Pay,Bi-Weekly
2670,21,Male,Wristwatch,Footwear,806.86,Seattle,S,Blue,Spring,5.0,Active,PayPal,Store pickup,Yes,None,No,Apple Pay,Weekly
2671,43,Other,Perfume,Bags,428.94,Miami,L,White,Spring,2.1,Inactive,Debit Card,Free ship,No,None,No,PayPal,Bi-Weekly
2672,26,Female,Perfume,Clothing,866.86,New York,XL,Gold,All Seasons,3.5,Active,Google Pay,Store pickup,No,None,No,Apple Pay,Bi-Weekly
2673,29,Male,sweater,Beauty,688.59,Chicago,M,Green,Spring,4.6,Active,Apple Pay,Store pickup,No,None,Yes,Apple Pay,Weekly
2674,56,Female,Running Shoes,Bags,886.64,Boston,XL,Yellow,Summer,3.9,Active,Credit Card,Free ship,Yes,TECH10,No,Google Pay,Weekly
2675,21,Other,Laptop,Electronics,684.38,Chicago,N/A,Silver,Summer,4.7,Active,Debit Card,Standard,Yes,SPRING15,Yes,Apple Pay,Yearly
2676,48,Female,Running Shoes,Bags,816.12,New York,S,Pink,Winter,3.0,Active,PayPal,Store pickup,Yes,TECH10,Yes,Apple Pay,Yearly
2677,18,Female,Gaming Console,Accessories,884.92,Seattle,N/A,White,All Seasons,5.0,Inactive,Debit Card,Store pickup,Yes,None,Yes,Google Pay,Weekly
2678,21,Other,kurta,Bags,375.24,Boston,M,White,Winter,4.0,Active,PayPal,Store pickup,Yes,SPRING15,Yes,Google Pay,Weekly
2679,58,Male,jeans,Clothing,673.53,Seattle,N/A,Blue,All Seasons,4.4,Active,Digital Wallet,Nextday,No,None,No,Credit Card,Monthly
2680,52,Male,sunglasses,Electronics,986.37,Chicago,S,Grey,Winter,2.9,Inactive,PayPal,Free ship,No,None,Yes,PayPal,Quarterly
2681,26,Female,Perfume,Bags,620.59,Houston,M,Silver,Spring,2.0,Inactive,PayPal,Express,No,None,Yes,Debit Card,Monthly
2682,21,Other,sweater,Electronics,312.84,Miami,XL,Pink,Spring,4.6,Inactive,Debit Card,Free ship,No,None,Yes,Apple Pay,Weekly
2683,57,Male,kurta,Electronics,494.19,Los Angeles,M,Red,Spring,1.2,Inactive,PayPal,Free ship,Yes,SUMMER20,No,Credit Card,Bi-Weekly
2684,21,Female,Running Shoes,Electronics,269.36,Seattle,N/A,Grey,Summer,2.0,Active,Digital Wallet,Nextday,No,None,No,Apple Pay,Quarterly
2685,34,Other,Smartphone,Electronics,996.54,Boston,L,Yellow,Spring,2.8,Active,Digital Wallet,Standard,Yes,BEAUTY5,No,PayPal,Yearly
2686,37,Other,Handbag,Bags,153.15,Miami,XL,Gold,Fall,3.9,Active,Digital Wallet,Standard,No,None,No,Credit Card,Bi-Weekly
2687,55,Other,sunglasses,Footwear,712.03,Houston,L,Gray,Fall,4.9,Inactive,PayPal,Free ship,Yes,SUMMER20,Yes,Credit Card,Weekly
2688,51,Male,Wristwatch,Clothing,241.22,Denver,L,Olive,All Seasons,2.0,Active,Apple Pay,Standard,Yes,TECH10,Yes,Apple Pay,Weekly
2689,31,Female,Smartphone,Beauty,549.95,San Francisco,M,Gray,All Seasons,1.8,Inactive,Credit Card,Nextday,Yes,BEAUTY5,Yes,Google Pay,Monthly
2690,33,Male,Wristwatch,Footwear,601.57,Chicago,N/A,Pink,Spring,1.0,Active,Google Pay,Standard,Yes,None,No,Debit Card,Quarterly
2691,28,Other,T-Shirt,Electronics,382.64,Seattle,N/A,Gold,Spring,3.5,Active,Google Pay,Standard,No,None,No,Credit Card,Monthly
2692,26,Female,Backpack,Clothing,475.57,Denver,N/A,Pink,Winter,1.8,Inactive,Credit Card,Standard,Yes,BEAUTY5,Yes,Credit Card,Bi-Weekly
2693,56,Male,kurta,Accessories,45.84,San Francisco,S,Grey,All Seasons,4.0,Inactive,PayPal,Nextday,No,None,Yes,Apple Pay,Weekly
2694,37,Male,kurta,Accessories,347.66,Los Angeles,XL,Olive,All Seasons,2.2,Inactive,Apple Pay,Standard,Yes,SUMMER20,No,Credit Card,Bi-Weekly
2695,45,Other,Wristwatch,Beauty,252.86,Houston,M,Orange,Spring,3.8,Active,Debit Card,Store pickup,Yes,SUMMER20,Yes,Debit Card,Quarterly
2696,39,Male,Perfume,Clothing,562.78,Houston,L,Black,All Seasons,4.1,Inactive,PayPal,Nextday,No,None,Yes,Google Pay,Bi-Weekly
2697,43,Other,Perfume,Footwear,726.4,New York,N/A,Yellow,Summer,3.1,Active,Debit Card,Nextday,Yes,SUMMER20,Yes,Google Pay,Yearly
2698,57,Female,Smartphone,Electronics,516.22,Denver,S,Gold,Fall,4.7,Inactive,Google Pay,Free ship,Yes,SPRING15,Yes,Credit Card,Weekly
2699,56,Other,T-Shirt,Clothing,586.41,Denver,L,Purple,Summer,3.2,Active,Google Pay,Nextday,No,None,Yes,Google Pay,Bi-Weekly
2700,23,Male,Dress,Bags,937.28,Chicago,L,Orange,Spring,4.8,Active,PayPal,Express,Yes,SUMMER20,Yes,Credit Card,Monthly
2701,54,Male,Wristwatch,Clothing,799.7,Chicago,XL,Grey,Winter,2.0,Inactive,Google Pay,Standard,Yes,None,Yes,Google Pay,Bi-Weekly
2702,45,Male,kurta,Footwear,141.23,Seattle,S,Orange,Spring,1.1,Inactive,Google Pay,Nextday,No,None,Yes,Debit Card,Weekly
2703,23,Other,Gaming Console,Footwear,816.74,Las Vegas,M,Gold,Spring,1.3,Inactive,Digital Wallet,Standard,Yes,SUMMER20,Yes,Google Pay,Quarterly
2704,50,Female,T-Shirt,Footwear,997.09,San Francisco,S,Orange,Fall,3.5,Inactive,Debit Card,Free ship,No,None,No,Google Pay,Weekly
2705,47,Female,T-Shirt,Accessories,708.58,Seattle,N/A,Grey,Summer,2.2,Inactive,Google Pay,Free ship,Yes,SUMMER20,Yes,PayPal,Bi-Weekly
2706,29,Male,kurta,Electronics,607.15,San Francisco,XL,Green,All Seasons,3.2,Active,PayPal,Nextday,Yes,BEAUTY5,Yes,Debit Card,Weekly
2707,23,Female,Wristwatch,Electronics,892.27,Miami,N/A,White,All Seasons,1.6,Inactive,PayPal,Standard,Yes,SUMMER20,No,PayPal,Weekly
2708,49,Male,kurta,Electronics,183.39,Houston,XL,Red,Fall,4.9,Active,Credit Card,Nextday,No,None,No,Credit Card,Monthly
2709,49,Male,Perfume,Accessories,243.6,Denver,L,Grey,All Seasons,4.9,Active,Digital Wallet,Free ship,No,None,Yes,Apple Pay,Quarterly
2710,21,Other,Dress,Clothing,370.02,Seattle,N/A,Olive,All Seasons,1.9,Active,PayPal,Standard,Yes,BEAUTY5,No,PayPal,Bi-Weekly
2711,45,Male,sunglasses,Footwear,673.73,Boston,N/A,White,Winter,4.4,Active,Digital Wallet,Standard,No,None,Yes,Debit Card,Quarterly
2712,29,Male,sweater,Accessories,22.09,Los Angeles,XL,Gold,Summer,1.9,Inactive,Apple Pay,Express,Yes,SPRING15,Yes,Credit Card,Weekly
2713,23,Other,Running Shoes,Footwear,977.05,Boston,M,Green,Fall,1.5,Active,PayPal,Nextday,No,None,Yes,Google Pay,Yearly
2714,21,Male,sweater,Electronics,196.05,Los Angeles,M,Gold,Summer,2.3,Active,Debit Card,Free ship,Yes,SPRING15,No,Apple Pay,Monthly
2715,31,Other,Backpack,Beauty,336.26,Las Vegas,M,Green,Summer,3.7,Active,Apple Pay,Express,Yes,SPRING15,No,PayPal,Weekly
2716,51,Male,Laptop,Electronics,197.21,Miami,N/A,Olive,Fall,2.5,Active,PayPal,Store pickup,No,None,Yes,Apple Pay,Weekly
2717,33,Female,Gaming Console,Beauty,676.47,Chicago,S,Orange,Spring,4.4,Inactive,Google Pay,Standard,No,None,Yes,Credit Card,Weekly
2718,49,Female,kurta,Beauty,527.49,Chicago,N/A,Orange,Spring,1.8,Inactive,PayPal,Store pickup,No,None,Yes,Apple Pay,Weekly
2719,56,Other,Smartphone,Electronics,259.57,Denver,XL,Grey,Summer,3.2,Inactive,Google Pay,Store pickup,Yes,SUMMER20,No,Credit Card,Yearly
2720,52,Female,T-Shirt,Electronics,84.21,Miami,L,Grey,All Seasons,4.5,Inactive,Debit Card,Standard,No,None,No,Google Pay,Weekly
2721,56,Female,Laptop,Bags,490.66,Miami,S,Gray,All Seasons,4.6,Inactive,Apple Pay,Store pickup,Yes,TECH10,Yes,Credit Card,Yearly
2722,38,Female,Handbag,Electronics,675.89,Los Angeles,M,Pink,Summer,1.3,Active,Google Pay,Express,No,None,No,PayPal,Quarterly
2723,29,Female,Gaming Console,Footwear,634.94,New York,M,Grey,Summer,3.8,Active,Apple Pay,Standard,No,None,No,PayPal,Quarterly
2724,48,Male,Backpack,Clothing,537.27,Las Vegas,N/A,Gold,Summer,2.6,Active,PayPal,Nextday,No,None,Yes,Credit Card,Quarterly
2725,55,Female,Dress,Bags,607.31,Las Vegas,L,Gold,Summer,1.7,Active,Debit Card,Store pickup,Yes,SPRING15,No,PayPal,Weekly
2726,43,Male,Dress,Electronics,950.2,New York,L,Green,Winter,1.7,Active,Debit Card,Express,No,None,Yes,Debit Card,Monthly
2727,30,Female,T-Shirt,Beauty,126.63,Houston,S,Gray,Summer,4.0,Active,Credit Card,Free ship,No,None,Yes,PayPal,Monthly
2728,41,Male,Dress,Accessories,273.67,Chicago,M,Blue,Winter,3.4,Inactive,PayPal,Standard,Yes,BEAUTY5,No,Apple Pay,Yearly
2729,40,Other,Wristwatch,Clothing,626.4,San Francisco,S,Olive,Fall,4.2,Active,PayPal,Standard,No,None,No,Debit Card,Yearly
2730,28,Female,Backpack,Accessories,957.73,Chicago,M,Gold,Summer,4.2,Inactive,PayPal,Free ship,Yes,SPRING15,Yes,Google Pay,Yearly
2731,45,Female,Handbag,Electronics,807.19,Los Angeles,S,Grey,Fall,3.6,Active,PayPal,Store pickup,Yes,TECH10,Yes,Google Pay,Quarterly
2732,33,Male,sunglasses,Electronics,563.64,Chicago,L,Olive,Summer,4.0,Inactive,Google Pay,Free ship,No,None,Yes,Debit Card,Bi-Weekly
2733,34,Other,Handbag,Accessories,693.98,Miami,L,Black,Spring,1.3,Inactive,PayPal,Express,Yes,SUMMER20,No,PayPal,Monthly
2734,34,Other,jeans,Beauty,492.96,Chicago,L,Blue,Winter,4.9,Inactive,PayPal,Nextday,No,None,Yes,Apple Pay,Weekly
2735,37,Female,Dress,Beauty,335.44,Denver,XL,Green,All Seasons,3.7,Inactive,Google Pay,Store pickup,No,None,No,PayPal,Weekly
2736,28,Female,sunglasses,Footwear,311.13,Las Vegas,XL,Orange,All Seasons,1.6,Inactive,Debit Card,Store pickup,Yes,TECH10,Yes,Debit Card,Yearly
2737,26,Female,Gaming Console,Bags,996.24,Chicago,S,Silver,All Seasons,3.8,Active,Digital Wallet,Free ship,No,None,No,Debit Card,Yearly
2738,23,Male,Smartphone,Electronics,781.32,Chicago,N/A,Gold,Fall,1.3,Inactive,Debit Card,Nextday,Yes,TECH10,Yes,Google Pay,Bi-Weekly
2739,34,Female,jeans,Footwear,775.37,Miami,N/A,Grey,Fall,3.6,Active,Google Pay,Store pickup,No,None,Yes,Apple Pay,Monthly
2740,40,Male,Running Shoes,Clothing,617.92,Miami,M,White,Summer,3.8,Inactive,Apple Pay,Store pickup,Yes,TECH10,Yes,Credit Card,Weekly
2741,30,Female,Backpack,Accessories,668.78,Los Angeles,M,Grey,Winter,3.4,Inactive,Apple Pay,Nextday,No,None,No,Debit Card,Monthly
2742,30,Other,Gaming Console,Beauty,243.66,San Francisco,M,Gold,Spring,2.5,Active,Digital Wallet,Express,Yes,TECH10,Yes,PayPal,Bi-Weekly
2743,25,Male,jeans,Clothing,219.05,Los Angeles,XL,Black,Fall,2.5,Active,Apple Pay,Express,Yes,BEAUTY5,Yes,Google Pay,Monthly
2744,54,Female,Dress,Electronics,156.01,Houston,L,Orange,Fall,4.3,Active,Apple Pay,Store pickup,Yes,SUMMER20,No,Credit Card,Weekly
2745,29,Male,Handbag,Clothing,501.16,New York,S,Grey,All Seasons,4.5,Inactive,Credit Card,Standard,Yes,SPRING15,No,PayPal,Weekly
2746,19,Male,Perfume,Bags,133.37,Denver,M,Silver,Summer,3.2,Inactive,Google Pay,Free ship,No,None,No,Apple Pay,Bi-Weekly
2747,39,Male,Perfume,Beauty,75.59,Miami,XL,Olive,Fall,4.9,Inactive,PayPal,Standard,No,None,Yes,PayPal,Monthly
2748,34,Other,Handbag,Beauty,412.9,Miami,M,Red,Summer,1.1,Inactive,Credit Card,Standard,No,None,No,Google Pay,Yearly
2749,19,Other,Smartphone,Beauty,526.71,Chicago,XL,Blue,Summer,2.3,Inactive,PayPal,Express,Yes,SPRING15,Yes,Debit Card,Weekly
2750,55,Female,jeans,Footwear,370.57,Los Angeles,S,Gold,Fall,3.8,Inactive,Digital Wallet,Standard,No,None,Yes,PayPal,Quarterly
2751,33,Female,Laptop,Clothing,41.26,Boston,N/A,Silver,Fall,1.6,Inactive,Apple Pay,Store pickup,Yes,SUMMER20,No,Google Pay,Weekly
2752,57,Male,kurta,Clothing,267.25,Los Angeles,L,Pink,Spring,1.8,Inactive,Credit Card,Free ship,Yes,BEAUTY5,No,PayPal,Monthly
2753,19,Other,Running Shoes,Bags,269.84,San Francisco,N/A,Black,Winter,1.1,Inactive,Digital Wallet,Nextday,Yes,SPRING15,No,Google Pay,Weekly
2754,36,Other,Handbag,Footwear,76.26,Chicago,L,Grey,All Seasons,1.1,Inactive,Credit Card,Nextday,No,None,No,Credit Card,Yearly
2755,55,Other,jeans,Electronics,438.89,New York,XL,Gray,Winter,3.4,Inactive,Credit Card,Free ship,Yes,SUMMER20,No,Google Pay,Monthly
2756,25,Female,Running Shoes,Beauty,933.72,Chicago,M,Grey,Spring,4.5,Inactive,PayPal,Store pickup,Yes,SPRING15,Yes,Debit Card,Bi-Weekly
2757,18,Male,Perfume,Electronics,715.76,Los Angeles,M,Purple,Spring,4.9,Inactive,Credit Card,Express,No,None,No,Credit Card,Bi-Weekly
2758,27,Female,Perfume,Beauty,624.57,Miami,M,Black,Fall,2.7,Active,Debit Card,Nextday,No,None,Yes,Credit Card,Quarterly
2759,28,Female,sweater,Accessories,57.08,Boston,M,Black,Summer,3.2,Active,Credit Card,Store pickup,Yes,None,Yes,Debit Card,Weekly
2760,22,Female,Perfume,Electronics,834.36,Los Angeles,M,Silver,All Seasons,4.0,Inactive,Google Pay,Nextday,No,None,No,Apple Pay,Weekly
2761,22,Male,Laptop,Beauty,793.04,Boston,M,Blue,Fall,3.1,Active,Google Pay,Free ship,No,None,No,PayPal,Bi-Weekly
2762,56,Male,kurta,Accessories,168.83,San Francisco,N/A,Red,Summer,4.5,Inactive,Apple Pay,Store pickup,No,None,No,Apple Pay,Quarterly
2763,21,Male,Handbag,Beauty,389.27,New York,XL,Red,Winter,3.7,Active,Debit Card,Nextday,No,None,Yes,Credit Card,Quarterly
2764,52,Male,T-Shirt,Beauty,292.53,Boston,XL,Olive,Fall,2.1,Inactive,Google Pay,Free ship,Yes,None,Yes,Google Pay,Quarterly
2765,55,Male,Smartphone,Beauty,938.12,Denver,XL,Black,All Seasons,1.4,Active,Digital Wallet,Nextday,Yes,TECH10,Yes,Apple Pay,Monthly
2766,45,Male,jeans,Accessories,420.16,Boston,N/A,Yellow,Winter,2.0,Inactive,PayPal,Standard,No,None,No,PayPal,Weekly
2767,49,Other,sweater,Electronics,426.63,Chicago,N/A,Silver,Spring,4.3,Active,Apple Pay,Store pickup,No,None,No,Apple Pay,Yearly
2768,41,Other,Wristwatch,Beauty,309.29,Las Vegas,M,Blue,Summer,2.3,Inactive,Apple Pay,Free ship,No,None,No,PayPal,Bi-Weekly
2769,33,Male,Perfume,Beauty,759.03,Houston,N/A,Gold,Fall,1.9,Inactive,Google Pay,Express,No,None,Yes,Credit Card,Monthly
2770,55,Female,Smartphone,Bags,819.89,Houston,XL,Black,Fall,2.7,Inactive,Apple Pay,Free ship,No,None,Yes,Credit Card,Monthly
2771,25,Female,Running Shoes,Beauty,292.65,Los Angeles,XL,Red,Winter,2.1,Active,PayPal,Express,No,None,Yes,Apple Pay,Weekly
2772,34,Other,Laptop,Footwear,743.38,Miami,N/A,Pink,Spring,1.3,Active,Credit Card,Express,Yes,SUMMER20,Yes,Apple Pay,Weekly
2773,18,Other,Laptop,Beauty,636.76,Denver,N/A,Orange,Fall,1.4,Inactive,Digital Wallet,Store pickup,No,None,Yes,Apple Pay,Quarterly
2774,54,Female,sunglasses,Electronics,292.63,Seattle,M,Black,Summer,4.6,Inactive,Apple Pay,Nextday,Yes,TECH10,No,Google Pay,Yearly
2775,24,Female,Gaming Console,Beauty,549.33,New York,S,Silver,Summer,3.7,Inactive,Digital Wallet,Store pickup,No,None,Yes,Google Pay,Yearly
2776,58,Male,Dress,Beauty,300.02,Los Angeles,S,Grey,All Seasons,1.2,Active,Apple Pay,Store pickup,No,None,No,Credit Card,Bi-Weekly
2777,21,Male,sunglasses,Accessories,282.63,New York,M,Silver,Spring,3.8,Active,Google Pay,Express,Yes,None,Yes,PayPal,Monthly
2778,44,Male,sweater,Footwear,603.61,Houston,S,Gold,Summer,3.9,Inactive,Digital Wallet,Express,No,None,Yes,Credit Card,Yearly
2779,41,Other,Handbag,Accessories,784.44,Miami,S,Pink,Spring,1.0,Active,PayPal,Standard,Yes,TECH10,Yes,Apple Pay,Monthly
2780,20,Female,Handbag,Electronics,830.27,Houston,M,White,Summer,4.1,Inactive,Apple Pay,Express,No,None,Yes,Credit Card,Monthly
2781,50,Other,Wristwatch,Clothing,652.56,Houston,S,Grey,Summer,2.7,Active,Credit Card,Free ship,Yes,SUMMER20,No,PayPal,Bi-Weekly
